Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
Tile to metal Reroof,Closed-Withdrawn,0,ePlan,,-81.96300964579018,26.521306519779245,2023-03-01,-81.962709261975,26.521242224263,34.19614686841872,731
Roof Replacement 5V***R01-add 3 sq 3 ply modified flat deck roof replacement on the 2nd story NOA20-0131.02***,Closed-CC Issued,1,ePlan,,-81.96158307895584,26.507603083715946,2023-05-01,-81.961445386267,26.50787780931,34.20866110178544,632
add 3 sq 3 ply modified flat deck roof replacement on the 2nd story NOA20-0131.02,Closed-Revision Approved,1,ePlan,,-81.96158307895584,26.507603083715946,2023-06-01,-81.961445386267,26.50787780931,34.20866110178544,632
"Install / Replace Screen Enclosure damaged by Hurricane Ian, Going back in the same foot print.",Closed-CC Issued,0,ePlan,,-81.96438218512876,26.50922680857004,2023-09-01,-81.96408105754,26.509289475091,34.23970809059693,1007
Replace hot/cold water distribution lines,Permit Expired,0,ePlan,,-81.96613283095795,26.51145950673745,2022-12-01,-81.965838664147,26.51155306075,34.3628208177471,1229
5' Solid Aluminum  with gates,Closed-CC Issued,0,Paper Submittal,,-81.95953304654054,26.508923305587327,2023-02-01,-81.959340372077,26.509165215532,34.42720522559462,899
Re-roofing 33 squares tile to metal,Closed-CC Issued,0,ePlan,,-81.96872636759343,26.50716317052608,2023-09-01,-81.968760040469,26.506854873141,34.52376551763106,318
4 Ton 15.6 Seer 10kw Split System Replacement - Like for Like,Closed-CC Issued,0,ePlan,,-81.96219842704274,26.50758432350238,2023-09-01,-81.962395121534,26.507824245845,34.5363825050533,634
Remove and Replace Shingle Roof,Permit Expired,0,ePlan,,-81.95966095968478,26.50961052118488,2023-03-01,-81.959465313279,26.509369113692,34.590814832304694,900
Demolition of accessory structures damaged by Hurricane Ian. No concrete or tree removal.,Closed-CC Issued,0,ePlan,,-81.96778350080545,26.51206700232964,2023-09-01,-81.968052753768,26.512222165814,34.59399791307279,1275
Tile Re-Roof,Closed-CC Issued,0,ePlan,,-81.95503380314027,26.520385605456283,2022-10-01,-81.954772850118,26.520554661673,34.612552050014465,488
ReRoof after hurricane damage.  Shingle and underlayment tear off and replace.,Closed-CC Issued,0,ePlan,,-81.96607320113434,26.512925899525,2023-02-01,-81.966261236138,26.512677043929,34.72153963555978,1032
Install a Screen Enclosure.  Replacing the previous structure that was destroyed by Hurricane Ian.,Permit Expired,0,ePlan,,-81.97116978305536,26.50749130382124,2023-04-01,-81.97134961287,26.507746585614,34.7610057161246,326
replace seawall cap,Closed-CC Issued,0,ePlan,,-81.9680204611207,26.51747678262729,2023-03-01,-81.967729581337,26.517592735902,34.85866497042933,781
Residential maintenance dredging removing 28 cy in 410 sq. ft.  Gate Code: 6553,Waiting on Applicant,0,ePlan,,-81.96300988382588,26.52056370413949,2023-09-01,-81.9626965411,26.520552983031,34.90172379114263,728
REPLACE HVAC SPLIT SYSTEM2 TON - 17.5 SEER - 5 KWLIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.97459503011538,26.514384458760187,2022-07-01,-81.974906482198,26.514428927784,35.02246335193585,498
Interior Remodel- Kitchen & structural support.,Closed-CC Issued,0,ePlan,,-81.97459503011538,26.514384458760187,2023-02-01,-81.974906482198,26.514428927784,35.02246335193585,498
Replacing kitchen cabinets. Including moving one load bearing wall several non load bearing partition walls.,Closed-Withdrawn,0,ePlan,,-81.97459503011538,26.514384458760187,2023-06-01,-81.974906482198,26.514428927784,35.02246335193585,498
Hurricane Ian - Replace Meter Can,Closed-CC Issued,0,ePlan,,-81.96696555414646,26.518596539604108,2022-11-01,-81.96700315403,26.518910866237,35.24029433413989,749
RE ROOF METAL NOA'S  19-0807.02 & 20-1008.03,Closed-CC Issued,0,ePlan,,-81.9598204949349,26.508377796341296,2022-10-01,-81.959947056334,26.508085464032,35.461311746340954,592
Interior remodel and AC,Closed-CC Issued,1,ePlan,,-81.9598204949349,26.508377796341296,2022-11-01,-81.959947056334,26.508085464032,35.461311746340954,592
replacing 146' of 4' blk 2 rail alum. w/ 2-4' gates,Closed-CC Issued,0,ePlan,,-81.9598204949349,26.508377796341296,2023-01-01,-81.959947056334,26.508085464032,35.461311746340954,592
R01: Change main 200 amp electrical panel and sub panel. Existing panels need repairs to comply with codes and obsolete,Closed-Revision Approved,1,ePlan,,-81.9598204949349,26.508377796341296,2022-01-01,-81.959947056334,26.508085464032,35.461311746340954,592
INSTAL LIKE FOR LIKE UNIT/ CHANGE OUT NEW UNT IS A YORK 3 1/2 TON SPLIT SYSTEM,Permit Expired,0,ePlan,,-81.95994955058656,26.51155918144161,2023-08-01,-81.960223914087,26.511396126976,35.528713931580555,948
Re-Roof Tile to Eagle Bel Air Tile,Closed-CC Issued,0,ePlan,,-81.97432199283925,26.5121984035755,2022-12-01,-81.974562728395,26.511987166657,35.65276411956037,1452
Tile Roof Replacement,Closed-CC Issued,0,ePlan,,-81.97525665927174,26.514280573555347,2023-01-01,-81.974971021393,26.514427400231,35.75210742269262,372
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.96300980448171,26.52081130921092,2022-10-01,-81.962699721319,26.520725293339,35.82192120271141,729
Residential maintenance dredging removing 38 cy within 630 sq. ft.,Waiting on Applicant,0,ePlan,,-81.96300980448171,26.52081130921092,2023-09-01,-81.962699721319,26.520725293339,35.82192120271141,729
Changing out the existing 5 ton split system with a new 5 ton split system,Closed-CC Issued,0,ePlan,,-81.96300996316897,26.52031609905947,2022-10-01,-81.962693360881,26.520380672723,35.96975842711838,727
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.96300996316897,26.52031609905947,2022-12-01,-81.962693360881,26.520380672723,35.96975842711838,727
Tile TO METAL Roof Replacement *Inspections Done By Private Provider â Skye Tec Engineering Services*,Closed-CC Issued,0,ePlan,,-81.96300996316897,26.52031609905947,2023-08-01,-81.962693360881,26.520380672723,35.96975842711838,727
INSTALLATION OF MANUAL ALUM ROLL SHUTTERS,Closed-CC Issued,0,ePlan,,-81.95702696064767,26.5113655423184,2022-09-01,-81.957079940245,26.511684361032,35.97758550468591,917
Replace/repair 205' of old concrete seawall w/ vinyl sheet piling,Closed-CC Issued,0,ePlan,,-81.96785620376346,26.519517658044617,2022-12-01,-81.967553639195,26.51940057802,36.11524313541155,1159
"INSTALL (1) 1,000 GALLON LP TANK AND GAS PIPING TO EXTERIOR GAS APPLIANCES",Closed-CC Issued,0,ePlan,,-81.96785620376346,26.519517658044617,2023-01-01,-81.967553639195,26.51940057802,36.11524313541155,1159
"Installing 7 Storm Catcher Rolldown Screens MOT*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,1,ePlan,,-81.96785620376346,26.519517658044617,2023-01-01,-81.967553639195,26.51940057802,36.11524313541155,1159
R01: Adding openings #6&7 Storm Catcher Rolldown Screens MOT FL11291.1,Closed-Revision Approved,1,ePlan,,-81.96785620376346,26.519517658044617,2023-03-01,-81.967553639195,26.51940057802,36.11524313541155,1159
replace air conditioner,Closed-CC Issued,0,ePlan,,-81.95465339177734,26.508224463940625,2022-10-01,-81.954944253405,26.508368584203,36.13549678677742,684
Tile Roof Replacement,Closed-CC Issued,0,ePlan,,-81.96301004251124,26.52006849351955,2023-04-01,-81.962687000444,26.520036052106,36.14192386170587,726
TILE RE ROOF: 43SQS,Closed-CC Issued,0,ePlan,,-81.95697063267544,26.521204576323434,2023-03-01,-81.957031947513,26.521524157408,36.22462594567445,710
re-roof***R01***Add flat roof FL2533-R28,Closed-CC Issued,1,ePlan,,-81.95913415449112,26.52240134952613,2023-02-01,-81.958862945549,26.522220421952,36.292552711560624,1080
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM) & FULL DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.95913415449112,26.52240134952613,2023-04-01,-81.958862945549,26.522220421952,36.292552711560624,1080
Add flat roof FL2533-R28,Closed-Revision Approved,1,ePlan,,-81.95913415449112,26.52240134952613,2023-04-01,-81.958862945549,26.522220421952,36.292552711560624,1080
"Replacement windows/doors, size for size, impact (8 windows, 2 SGD's & 1 door)",Closed-CC Issued,0,ePlan,,-81.95913415449112,26.52240134952613,2023-05-01,-81.958862945549,26.522220421952,36.292552711560624,1080
shingle to shingle reroof,Closed-CC Issued,0,ePlan,,-81.95649372384403,26.511770371525976,2023-01-01,-81.956580153628,26.511454825326,36.42044581825276,862
tear off and reroof 29 sq,Closed-CC Issued,0,ePlan,,-81.96448026379389,26.51341151398327,2022-11-01,-81.964154179687,26.513384321962,36.42567493596151,988
Replace split system,Closed-CC Issued,0,ePlan,,-81.95986630727784,26.511045280593184,2023-02-01,-81.96018813044,26.511105309688,36.44325736758118,934
TEAR OFF EXISTING SHINGLES RE ROOF WITH SHINGLES,Closed-CC Issued,0,ePlan,,-81.95986630727784,26.511045280593184,2023-04-01,-81.96018813044,26.511105309688,36.44325736758118,934
"remove and replace roof, concrete tile to metal",Closed-CC Issued,0,ePlan,,-81.96223724308445,26.52056350158376,2023-04-01,-81.962568489316,26.520554875137,36.88683258395466,744
REPLACE POOL SCREEN ENCLOSURE IN SAME FOOTPRINT - HURRICANE IAN,Closed-CC Issued,0,ePlan,,-81.96223724308445,26.52056350158376,2023-08-01,-81.962568489316,26.520554875137,36.88683258395466,744
AC Change out,Closed-CC Issued,0,ePlan,,-81.96871942852805,26.508822598924336,2023-02-01,-81.968671052048,26.509154485025,37.33598247982969,213
Re-Roof Shingle *Inspections Done By Private Provider â Beryl Project Engineering*,Closed-CC Issued,0,ePlan,,-81.96744934857202,26.508876912663887,2022-10-01,-81.967170365129,26.508688831714,37.45487171654969,1020
REPLACING 14 WINDOWS W/IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.96744934857202,26.508876912663887,2023-05-01,-81.967170365129,26.508688831714,37.45487171654969,1020
A/C Changeout,Closed-CC Issued,0,ePlan,,-81.96744934857202,26.508876912663887,2023-05-01,-81.967170365129,26.508688831714,37.45487171654969,1020
HVAC Change Out Split System 3Ton,Closed-CC Issued,0,ePlan,,-81.96421541500877,26.51479310076977,2023-03-01,-81.964329809507,26.514476467595,37.477439736317734,984
Replace drywall damaged from Ian. 2-3 feet from floor throughout house.,Permit Expired,0,ePlan,,-81.96421541500877,26.51479310076977,2023-09-01,-81.964329809507,26.514476467595,37.477439736317734,984
Pool enclosure,Closed-CO Issued,0,ePlan,,-81.96160591571936,26.52145746359012,2022-12-01,-81.961268837186,26.521433070415,37.621707701755334,974
shingle re-roof*Inspections Done By Private Provider â Beryl Project Engineering*,Closed-CC Issued,0,ePlan,,-81.9682475551808,26.509013505641253,2023-01-01,-81.967931556065,26.509134452891,37.66560825602398,239
Residential Alteration -Add plumbing sub - Add electrical sub,Closed-CC Issued,0,Paper Submittal,,-81.9682475551808,26.509013505641253,2023-05-01,-81.967931556065,26.509134452891,37.66560825602398,239
"rebuild existing dock, remove section of dock and install pilings for future boat lift",Closed-Withdrawn,0,ePlan,,-81.96160582420944,26.52173258024652,2023-02-01,-81.961273779211,26.521663227889,37.7608910652038,973
Dock modification,Closed-CC Issued,0,ePlan,,-81.96160582420944,26.52173258024652,2023-02-01,-81.961273779211,26.521663227889,37.7608910652038,973
Take off old roof renail apply underlayment then shingles,Closed-CC Issued,0,ePlan,,-81.96503667224908,26.515824758421136,2022-10-01,-81.965238769331,26.516097607859,37.79802469100524,1213
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.97478287658295,26.50996225348586,2022-12-01,-81.974445577895,26.510003252548,37.82445368716588,1484
replace damaged pool enclosure from Hurricane Ian damage,Closed-CC Issued,0,ePlan,,-81.96084869752939,26.52155354854164,2023-04-01,-81.961139559028,26.521377732293,37.83435259852727,966
Install 200AMP ATS and modules to control generator load.,Closed-CC Issued,0,ePlan,,-81.97571522850347,26.51077188181443,2022-07-01,-81.975381214612,26.510836993633,37.882316808927925,1466
Install new gas line from existing LP tank to new generator,Closed-CC Issued,0,ePlan,,-81.97571522850347,26.51077188181443,2022-07-01,-81.975381214612,26.510836993633,37.882316808927925,1466
Replacement Pool Enclosure- Hurricane Ian.,Closed-CO Issued,0,ePlan,,-81.97571522850347,26.51077188181443,2023-01-01,-81.975381214612,26.510836993633,37.882316808927925,1466
"Replacing 2 SXS Single Hung Impact Windows, 5 SXS Fixed Impact Windows &  1 SXS Double Impact French Door *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.97571522850347,26.51077188181443,2023-04-01,-81.975381214612,26.510836993633,37.882316808927925,1466
Demo and replace 4 existing lift piles and Reinstall the owners provided lift.,Closed-CC Issued,0,ePlan,,-81.9622370808876,26.521058711939222,2023-03-01,-81.962578029973,26.521071806061,37.98243210035829,742
remove and replace split system. Like for like.,Permit Expired,0,ePlan,,-81.9622370808876,26.521058711939222,2023-08-01,-81.962578029973,26.521071806061,37.98243210035829,742
Replace 15 Windows in 13 openings all size for size with impact,Closed-CC Issued,0,ePlan,,-81.96295106892073,26.50926890622049,2023-09-01,-81.962778003325,26.508973628181,38.100206496545894,819
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.96235463179733,26.508774857613886,2022-11-01,-81.962486837578,26.509092249229,38.27462735607343,796
shingle reroof,Closed-Voided,0,ePlan,,-81.96235463179733,26.508774857613886,2022-11-01,-81.962486837578,26.509092249229,38.27462735607343,796
asphalt shingle tear-off and re-roof W/MODIFIED FLAT,Closed-Voided,0,ePlan,,-81.96601416231556,26.51372897922885,2023-01-01,-81.965729753886,26.51353558217,38.28672977661937,1062
ASPHALT SHINGLE TEAR-OFF AND RE-ROOF W MODIFIED FLAT,Closed-CC Issued,0,ePlan,,-81.96601416231556,26.51372897922885,2023-01-01,-81.965729753886,26.51353558217,38.28672977661937,1062
"Interior renovation, remodel and repair due to hurricane damage",Closed-Withdrawn,0,ePlan,,-81.96601416231556,26.51372897922885,2023-02-01,-81.965729753886,26.51353558217,38.28672977661937,1062
New in-ground swimming pool,Permit Expired,1,ePlan,,-81.96601416231556,26.51372897922885,2023-08-01,-81.965729753886,26.51353558217,38.28672977661937,1062
CONNECT GENERATOR TO EXISTING LP GAS SYSTEM.,Closed-CC Issued,0,ePlan,,-81.96223716208296,26.52081110665299,2023-01-01,-81.962571669535,26.520727185445,38.39136217971697,743
"SET/SECURE 26KW GENERATOR ONTO 30"" ALUMINUM PLATFORM. INSTALL/WIRE 200AMP ATS.",Closed-CO Issued,0,ePlan,,-81.96223716208296,26.52081110665299,2023-01-01,-81.962571669535,26.520727185445,38.39136217971697,743
REPLACE 8 WINDOWS IMPACT,Closed-CC Issued,1,ePlan,,-81.96223716208296,26.52081110665299,2023-08-01,-81.962571669535,26.520727185445,38.39136217971697,743
REPLACE SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95951425728182,26.51162169014728,2022-12-01,-81.959178161071,26.511527843946,38.84538036466951,949
TEAR OFF SHINGLES RE ROOF WITH SHINGLES,Closed-CC Issued,0,ePlan,,-81.95951425728182,26.51162169014728,2023-02-01,-81.959178161071,26.511527843946,38.84538036466951,949
Remove damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.95506882626796,26.5206637542094,2022-10-01,-81.954720866836,26.520630606413,38.91020856755385,486
installation of hurricane shutter,Closed-Withdrawn,0,ePlan,,-81.95506882626796,26.5206637542094,2023-06-01,-81.954720866836,26.520630606413,38.91020856755385,486
installation of hurricane shutter,Closed-CC Issued,0,ePlan,,-81.95506882626796,26.5206637542094,2023-07-01,-81.954720866836,26.520630606413,38.91020856755385,486
"new drywall, ABF Floor, Safe up and reconnect all electrical devices and plumbing trim out.",Closed-CC Issued,0,ePlan,,-81.96153991582274,26.50509683843615,2022-11-01,-81.961857421026,26.505244153565,38.96379718536995,647
"REMOVE CONCRETE TILE AND UNDERLAYMENT,REPLACE WITH METAL TILE AND UNDERLAYMENT",Closed-CC Issued,0,ePlan,,-81.96486461646958,26.515982581088547,2023-03-01,-81.965031239192,26.516290766102,39.00032836566482,1214
REPLACE 3.0 TON A/C SYSTEM (LIKE FOR LIKE),Ready-Documents Required,0,ePlan,,-81.95824768719326,26.52311009922046,2022-10-01,-81.957897978205,26.523086847188,39.01556113886928,523
Build a detached garage on the owner's property,Closed-CO Issued,1,ePlan,,-81.96630618713624,26.51466801804673,2023-05-01,-81.966477795278,26.514973741585,39.028137309737104,1206
6' vinyl fence no gates,Closed-CC Issued,0,ePlan,,-81.96630618713624,26.51466801804673,2023-06-01,-81.966477795278,26.514973741585,39.028137309737104,1206
"RE-ROOF, SHINGLE TO METAL",Closed-CC Issued,0,ePlan,,-81.96630618713624,26.51466801804673,2023-06-01,-81.966477795278,26.514973741585,39.028137309737104,1206
Re- Roof Tile - FL#7473-R9Underlayment - FL# 5259-R33,Closed-CC Issued,0,ePlan,,-81.96710470959488,26.516747861965325,2022-09-01,-81.967456171974,26.516736903157,39.14380657044794,773
"Install 68 LF of 54"" high aluminum open picket fence with no gates.",Closed-CC Issued,0,ePlan,,-81.96487509393796,26.519228935566414,2023-04-01,-81.964650952432,26.519499967695,39.15202570483101,1405
ROOF REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.96223691907213,26.521553922260416,2023-02-01,-81.962587570629,26.521588736985,39.22645430491149,740
Replace old lift with new boat lift,Closed-CC Issued,0,ePlan,,-81.96223691907213,26.521553922260416,2023-05-01,-81.962587570629,26.521588736985,39.22645430491149,740
Install approximately 59 LFT of 4' high aluminum fence with two gates,Closed-CC Issued,0,ePlan,,-81.96223691907213,26.521553922260416,2023-06-01,-81.962587570629,26.521588736985,39.22645430491149,740
RE ROOF - MAIN HOUSETILE TO TILE,Closed-Withdrawn,0,ePlan,,-81.95973783833391,26.52209696527084,2023-01-01,-81.960084183944,26.522030667505,39.255207004412256,1074
REMOVE EXISTING TILES/ INSTALL BARCELONA TILE,Closed-Withdrawn,0,ePlan,,-81.95973783833391,26.52209696527084,2023-04-01,-81.960084183944,26.522030667505,39.255207004412256,1074
Re- roof Tile to Tile,Closed-CC Issued,0,ePlan,,-81.95973783833391,26.52209696527084,2023-05-01,-81.960084183944,26.522030667505,39.255207004412256,1074
"install 1000 gal ug tank and lines to pool heater, future generator, cooktop and grill",Closed-CC Issued,1,ePlan,,-81.96492188596707,26.522531256992373,2022-11-01,-81.96512130594,26.522239068611,39.379971322259415,1337
"Pool, spa deck retaining wall and all related pool work",Closed-CC Issued,0,ePlan,,-81.96492188596707,26.522531256992373,2022-11-01,-81.96512130594,26.522239068611,39.379971322259415,1337
Deleting some interior and adding underground piping,Closed-Revision Approved,1,ePlan,,-81.96492188596707,26.522531256992373,2022-09-01,-81.96512130594,26.522239068611,39.379971322259415,1337
3 Ton Condenser Unit Replacement like-for-like,Closed-Withdrawn,0,ePlan,,-81.96107265675899,26.50834748997485,2022-10-01,-81.96125102766,26.508040575063,39.516709308931986,595
Like for Like Split System Replacement,Closed-CC Issued,0,ePlan,,-81.96107265675899,26.50834748997485,2022-11-01,-81.96125102766,26.508040575063,39.516709308931986,595
Pool enclosure hurricane replacement,Closed-CO Issued,0,ePlan,,-81.96107265675899,26.50834748997485,2023-01-01,-81.96125102766,26.508040575063,39.516709308931986,595
Install 24 gauge standing seam metal roof,Closed-CC Issued,0,ePlan,,-81.96737329998743,26.517612508371688,2023-09-01,-81.967669282915,26.517414199409,39.66060525037805,775
REMOVE NON BEARING WALL REPLACE Â AN EXISTING COUNTER TOP INSTALL 3 STORAGE PANTRIES IN LAUNDRY ROOM***R01-Interior remodel and roof due to hurricane Ian damage***,Permit Expired,1,ePlan,,-81.96160619024137,26.52063211310591,2022-08-01,-81.961252775605,26.520685058627,39.78115380811809,977
"INTERIOR REMODEL ,ROOF DUE TO HURRICANE IAN",Closed-Voided,0,ePlan,,-81.96160619024137,26.52063211310591,2023-01-01,-81.961252775605,26.520685058627,39.78115380811809,977
Install Hurricane Ian Exact Footprint Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Permit Expired,0,ePlan,,-81.96160619024137,26.52063211310591,2023-01-01,-81.961252775605,26.520685058627,39.78115380811809,977
REMODEL HURRICAIN IAN,Closed-Voided,0,ePlan,,-81.96160619024137,26.52063211310591,2023-02-01,-81.961252775605,26.520685058627,39.78115380811809,977
Interior remodel and roof due to hurricane Ian damage,Closed-Revision Approved,1,ePlan,,-81.96160619024137,26.52063211310591,2022-03-01,-81.961252775605,26.520685058627,39.78115380811809,977
DEMOLITION OF SFR,Closed-Withdrawn,0,ePlan,,-81.95972759554621,26.52179429462409,2022-10-01,-81.960080359311,26.521855584097,39.857950451320775,1073
City water hook-up,Closed-CC Issued,0,ePlan,,-81.95971554096045,26.520886535961694,2022-10-01,-81.960061236149,26.520980167059,39.86933932184021,1070
Replaced A/C @ The Groves/ 16175 John Morris Rd #63,Waiting on Applicant,0,ePlan,,-81.96823172883155,26.506374262557102,2022-07-01,-81.967873123043,26.506378827474,39.92323063478294,333
HVAC REPLACEMENT PACKAGE-UNIT,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-07-01,-81.967873123043,26.506378827474,39.92323063478294,333
Shingle re-roof,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-08-01,-81.967873123043,26.506378827474,39.92323063478294,333
Reroof. Tear off existing & replace with new.,Closed-Withdrawn,0,ePlan,,-81.96823172883155,26.506374262557102,2022-08-01,-81.967873123043,26.506378827474,39.92323063478294,333
"Fencing install around the trash/ recycling area, Horticultural area and dog park.",Closed-CC Issued,1,ePlan,,-81.96823172883155,26.506374262557102,2022-08-01,-81.967873123043,26.506378827474,39.92323063478294,333
"drywall, trim, insulation, ductwork, electric, vapor barrier and condenser due to hurricane damage",Closed-CC Issued,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 291 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 283 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 252 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 215 DUE TO HURRICANE DAMAGE.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO MOBILE HOME ON LOT 214 DEU TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 211 DUE TO HURRICANE DAMAGE.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO MOBILE HOME ON LOT 206 DUE TO HURRICANE DAMAGE.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 204 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 202 DUE TO HURRICANE DAMAGE.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 161 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 135 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 95 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 63 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 61 DUE TOI HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 59 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 52 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 50 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 36 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 34 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 26 DUE TO HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
DEMO OF MOBILE HOME ON LOT 23 DUE TO HURRICANE DAMAGE.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demo of mobile home on lot 18 due to hurricane damage.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demo of mobile home on lot 14 due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demo of mobile home due to hurricane damage on lot 12,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demo of mobile home due to hurricane damage.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Demo of mobile home on lot 157 due to hurricane damage.,Closed-CC Issued,0,ePlan,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
Interior remodel,Permit Expired,0,Paper Submittal,,-81.96823172883155,26.506374262557102,2022-10-01,-81.967873123043,26.506378827474,39.92323063478294,333
